#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.856     0.04343        2.15     0.01393    0.001393
      0.5563      -1.671     0.04343         3.6     0.02134    0.002134
      0.6532      -1.674     0.04343         4.5     0.02118    0.002118
      0.7634      -1.803     0.04343         5.8     0.01575    0.001575
      0.8976      -1.854     0.04343         7.9       0.014      0.0014
       1.204      -1.263     0.05907          16     0.05457    0.007422
        1.38      -1.241     0.04343          24     0.05745    0.005745
           2     0.04312        0.14         100       1.104      0.3559
       2.204       0.529      0.1332         160       3.381       1.037
       2.398      0.6846      0.1047         250       4.838       1.166
       2.544      0.7872      0.1461         350       6.126       2.061
       5.301       -2.24      0.1856       2e+05    0.005759    0.002461
