#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.776     0.04343        2.15     0.01675    0.001675
      0.5563      -1.946     0.04343         3.6     0.01132    0.001132
      0.6532      -2.028     0.04343         4.5    0.009376   0.0009376
      0.7634      -2.118     0.04343         5.8    0.007619   0.0007619
      0.8976      -1.953     0.04343         7.9     0.01114    0.001114
       1.204      -1.578      0.1166          16     0.02643    0.007098
        1.38      -1.418     0.05791          24     0.03823    0.005098
           2      0.3154      0.0723         100       2.067      0.3442
       2.204      0.3554      0.1656         160       2.267      0.8643
       5.301      -1.985       0.108       2e+05     0.01035    0.002575
