#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.632     0.04343        2.15    0.002333   0.0002333
      0.5563      -2.049     0.04343         3.6    0.008929   0.0008929
      0.6532      -1.963     0.04343         4.5     0.01089    0.001089
      0.7634      -1.955     0.04343         5.8     0.01109    0.001109
      0.8976      -1.903     0.04343         7.9     0.01249    0.001249
       1.204       -1.25     0.05221          16      0.0562    0.006756
        1.38     -0.9034     0.04343          24      0.1249     0.01249
           2      0.4129     0.06001         100       2.588      0.3576
       2.204      0.4361      0.1554         160       2.729      0.9767
       2.398      0.8777      0.1685         250       7.546       2.928
