#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.94     0.04343        2.15     0.01148    0.001148
      0.5563      -1.869     0.04343         3.6     0.01351    0.001351
      0.6532      -1.744     0.04343         4.5     0.01805    0.001805
      0.7634      -1.557     0.04343         5.8     0.02776    0.002776
      0.8976      -1.392     0.04343         7.9     0.04059    0.004059
       1.204      -1.207     0.05773          16     0.06215    0.008261
        1.38     -0.7635     0.04343          24      0.1724     0.01724
           2     0.05482      0.1522         100       1.135      0.3977
       2.204      0.2609      0.2146         160       1.823       0.901
       2.398      0.6903      0.1044         250       4.901       1.178
       2.544      0.5632      0.2117         350       3.657       1.783
       5.301      -1.688     0.05508       2e+05      0.0205      0.0026
