#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.632     0.04343        2.15     0.02333    0.002333
      0.5563      -1.724     0.04343         3.6     0.01888    0.001888
      0.6532      -1.781     0.04343         4.5     0.01655    0.001655
      0.7634      -1.916     0.04343         5.8     0.01213    0.001213
      0.8976      -1.555     0.04343         7.9     0.02786    0.002786
       1.204      -1.082     0.04343          16     0.08286    0.008286
        1.38     -0.9821     0.04343          24      0.1042     0.01042
           2      0.4074     0.06129         100       2.555      0.3605
       2.204      0.4624      0.1008         160         2.9      0.6733
       2.398      0.7623      0.1063         250       5.785       1.416
       5.301      -2.163      0.1576       2e+05    0.006873    0.002494
