#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.04     0.04343        2.15     0.00912    0.000912
      0.5563       -1.79     0.04343         3.6     0.01622    0.001622
      0.6532      -1.659     0.04343         4.5     0.02193    0.002193
      0.7634      -1.505     0.04343         5.8     0.03126    0.003126
      0.8976      -1.707     0.04343         7.9     0.01963    0.001963
           2      0.3167      0.1657         100       2.074      0.7912
       2.398       1.102      0.1322         250       12.64       3.848
       2.544       1.187      0.2166         350       15.38       7.672
       2.699       1.354      0.1568         500       22.61       8.164
       5.301        -1.5     0.07284       2e+05      0.0316      0.0053
