#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.432     0.04343        2.15    0.003698   0.0003698
      0.5563       -2.15     0.04343         3.6    0.007072   0.0007072
      0.6532       -2.06     0.04343         4.5    0.008702   0.0008702
      0.7634      -2.049     0.04343         5.8     0.00893    0.000893
      0.8976      -2.086     0.04343         7.9    0.008203   0.0008203
        1.38     -0.9477     0.04343          24      0.1128     0.01128
           2    -0.09268       0.195         100      0.8078      0.3627
       2.204      0.3145       0.171         160       2.063      0.8124
       2.398      0.6621       0.134         250       4.593       1.417
       5.301      -2.015      0.1366       2e+05    0.009664    0.003039
