#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.572     0.04343        2.15      0.2679     0.02679
      0.5563     -0.8371     0.04343         3.6      0.1455     0.01455
      0.6532     -0.8505     0.04343         4.5      0.1411     0.01411
      0.7634     -0.9547     0.04343         5.8       0.111      0.0111
      0.8976     -0.5085     0.04343         7.9      0.3101     0.03101
        1.38    -0.09383     0.04343          24      0.8057     0.08057
           2       1.283     0.04343         100       19.21       1.921
       2.204       1.513     0.04343         160       32.56       3.256
       2.398       1.415     0.04343         250          26         2.6
       2.544       1.089     0.09641         350       12.27       2.725
       2.699       1.018      0.1323         500       10.42       3.174
       5.301      -1.008     0.04343       2e+05      0.0982     0.00982
