#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.648     0.04343        2.15     0.02249    0.002249
      0.5563       -1.55     0.04343         3.6      0.0282     0.00282
      0.6532      -1.709     0.04343         4.5     0.01953    0.001953
      0.7634      -1.694     0.04343         5.8     0.02023    0.002023
      0.8976      -1.768     0.04343         7.9     0.01705    0.001705
       1.204      -0.787     0.04343          16      0.1633     0.01633
        1.38     -0.6304     0.04343          24      0.2342     0.02342
           2      0.8385     0.04343         100       6.894      0.6894
       2.204      0.9326     0.04912         160       8.562      0.9683
       2.398      0.8642     0.06245         250       7.314       1.052
       5.301      -1.712     0.06268       2e+05      0.0194      0.0028
