#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.388     0.04343        2.15     0.04093    0.004093
      0.5563      -1.187     0.04343         3.6     0.06508    0.006508
      0.6532      -1.201     0.04343         4.5     0.06288    0.006288
      0.7634      -1.324     0.04343         5.8     0.04745    0.004745
      0.8976      -1.332     0.04343         7.9     0.04653    0.004653
        1.38     -0.6084     0.04343          24      0.2464     0.02464
           2       0.631     0.04781         100       4.275      0.4707
       2.204       1.053     0.04343         160       11.29       1.129
       2.398        1.21     0.04357         250       16.22       1.627
       2.544       1.284      0.1033         350       19.22       4.571
       5.301      -1.554     0.04981       2e+05      0.0279      0.0032
