#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.164     0.04343        2.15    0.006855   0.0006855
      0.5563      -1.885     0.04343         3.6     0.01302    0.001302
      0.6532      -1.787     0.04343         4.5     0.01633    0.001633
      0.7634      -1.773     0.04343         5.8     0.01687    0.001687
      0.8976      -1.841     0.04343         7.9     0.01442    0.001442
       1.204      -1.044      0.1553          16     0.09036     0.03232
        1.38     -0.6619     0.04343          24      0.2178     0.02178
       2.204      0.8081     0.08933         160       6.428       1.322
       2.398       0.875      0.1881         250       7.499       3.247
       5.301      -1.713     0.06953       2e+05     0.01937    0.003101
