#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.948     0.04343        2.15      0.1127     0.01127
      0.5563     -0.9893     0.04343         3.6      0.1025     0.01025
      0.6532      -1.126     0.04343         4.5     0.07476    0.007476
      0.7634      -1.186     0.04343         5.8     0.06509    0.006509
      0.8976      -1.279     0.04343         7.9     0.05257    0.005257
       1.204     -0.3474     0.04343          16      0.4494     0.04494
        1.38     -0.2328     0.04343          24      0.5851     0.05851
           2      0.7011     0.04343         100       5.025      0.5025
       2.204       1.052     0.04343         160       11.26       1.126
       2.398        1.33      0.0627         250       21.36       3.083
       2.544         1.3      0.1351         350       19.95       6.207
       2.699      0.9202      0.2103         500       8.322        4.03
       5.301       -1.42     0.08229       2e+05       0.038      0.0072
