#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.264     0.04343        2.15     0.05445    0.005445
      0.5563      -1.391     0.04343         3.6     0.04062    0.004062
      0.6532      -1.481     0.04343         4.5     0.03301    0.003301
      0.7634      -1.564     0.04343         5.8     0.02732    0.002732
      0.8976      -1.437     0.04343         7.9     0.03652    0.003652
       1.204      -1.088     0.04343          16     0.08166    0.008166
        1.38     -0.9281     0.04343          24       0.118      0.0118
           2       0.444     0.05993         100        2.78      0.3836
       2.204      0.7299      0.0759         160       5.369      0.9383
       2.398       0.664      0.2044         250       4.614       2.171
       5.301      -2.076      0.1252       2e+05    0.008394    0.002419
