#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.8976      -2.963      -2.963         7.9   -0.000486    0.000787
       1.204      -1.604      -1.604          16   1.903e-10     0.01244
           2    -0.03338    -0.03338         100     0.01347      0.4563
       2.204      0.4358      0.4358         160   1.745e-05       1.364
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.247      -2.247       2e+05   -0.000398    0.003031
