#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.8976      -3.031      -3.031         7.9       2e-06    0.000465
       1.204      -1.859      -1.859          16    0.002864    0.005481
        1.38      -1.939      -1.939          24   0.0003912    0.005562
           2    0.007079    0.007079         100      0.3345       0.341
       2.204      0.2153      0.2153         160       0.194       0.724
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929       0.384       0.384         850      0.1492       1.136
       3.064        10.3        10.3        1160         -99       1e+10
