#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.28     0.04343        2.15    0.005248   0.0005248
      0.5563      -1.927     0.04343         3.6     0.01183    0.001183
      0.6532      -1.806     0.04343         4.5     0.01563    0.001563
      0.7634      -1.691     0.04343         5.8     0.02039    0.002039
      0.8976      -1.641     0.04343         7.9     0.02285    0.002285
        1.38       -1.24       0.045          24     0.05751    0.005959
           2      0.1288      0.1995         100       1.345       0.618
       2.544       1.113      0.1802         350       12.97       5.381
       2.699       1.012     0.07771         500       10.28        1.84
       5.301      -1.953     0.09996       2e+05     0.01114    0.002564
