#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.308     0.04343        2.15      0.0492     0.00492
      0.5563      -1.254     0.04343         3.6     0.05568    0.005568
      0.6532      -1.377     0.04343         4.5     0.04199    0.004199
      0.7634      -1.425     0.04343         5.8     0.03758    0.003758
      0.8976      -1.535     0.04343         7.9     0.02917    0.002917
        1.38     -0.5872     0.04343          24      0.2587     0.02587
           2      0.5846     0.05018         100       3.842      0.4439
       2.204       0.717     0.09519         160       5.212       1.142
       2.398      0.8974      0.1121         250       7.895       2.038
       5.301      -1.759     0.07238       2e+05      0.0174      0.0029
