#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.216     0.04343        2.15    0.006081   0.0006081
      0.5563      -1.943     0.04343         3.6      0.0114     0.00114
      0.6532      -1.858     0.04343         4.5     0.01386    0.001386
      0.7634      -1.759     0.04343         5.8     0.01743    0.001743
      0.8976      -1.876     0.04343         7.9     0.01329    0.001329
       1.204      -1.486      0.1169          16     0.03267    0.008792
        1.38     -0.6517     0.04343          24       0.223      0.0223
           2      0.2581     0.08875         100       1.812      0.3702
       2.204      0.6132     0.09008         160       4.104      0.8512
       2.398      0.7978     0.07772         250       6.277       1.123
       2.544      0.8559      0.1354         350       7.177       2.237
       2.699      0.8451      0.2021         500       7.001       3.257
       5.301      -1.695     0.05805       2e+05      0.0202      0.0027
