#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.168     0.04343        2.15    0.006792   0.0006792
      0.5563      -1.989     0.04343         3.6     0.01025    0.001025
      0.6532      -1.971     0.04343         4.5     0.01069    0.001069
      0.7634      -1.928     0.04343         5.8     0.01181    0.001181
      0.8976      -2.129     0.04343         7.9    0.007434   0.0007434
       1.204        -1.7      0.1927          16     0.01995    0.008852
        1.38      -1.014     0.04343          24      0.0969     0.00969
           2      0.1285      0.1314         100       1.344      0.4066
       2.204      0.5393      0.1049         160       3.462      0.8364
       5.301      -2.036      0.1188       2e+05    0.009215    0.002521
