#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.108     0.04343        2.15    0.007798   0.0007798
      0.5563      -1.973     0.04343         3.6     0.01064    0.001064
      0.6532      -1.944     0.04343         4.5     0.01138    0.001138
      0.7634      -2.034     0.04343         5.8    0.009256   0.0009256
      0.8976      -2.062     0.05778         7.9    0.008666    0.001153
        1.38      -1.028     0.04343          24     0.09373    0.009373
           2       0.174      0.1046         100       1.493      0.3596
       2.204      0.6444      0.1516         160        4.41        1.54
       2.398       0.832      0.1485         250       6.792       2.323
       5.301      -2.279      0.2164       2e+05    0.005255    0.002619
