#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.148     0.04343        2.15     0.07112    0.007112
      0.5563      -1.026     0.04343         3.6     0.09428    0.009428
      0.6532      -1.138     0.04343         4.5     0.07274    0.007274
      0.7634      -1.274     0.04343         5.8     0.05315    0.005315
      0.8976      -1.342     0.04343         7.9     0.04552    0.004552
       1.204     -0.6312     0.04343          16      0.2338     0.02338
        1.38     -0.5319     0.04343          24      0.2938     0.02938
           2      0.5061     0.05758         100       3.207      0.4252
       2.204      0.9069     0.04497         160        8.07      0.8356
       2.398        1.14     0.04343         250        13.8        1.38
       2.544       1.059     0.05903         350       11.44       1.555
       2.699       1.039     0.04639         500       10.93       1.168
       5.301      -1.345     0.06726       2e+05      0.0452       0.007
