#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.02     0.04343        2.15     0.00955    0.000955
      0.5563      -1.811     0.04343         3.6     0.01547    0.001547
      0.6532      -1.766     0.04343         4.5     0.01715    0.001715
      0.7634      -1.733     0.04343         5.8     0.01851    0.001851
      0.8976       -1.82     0.04343         7.9     0.01513    0.001513
        1.38     -0.7331     0.04343          24      0.1849     0.01849
           2      0.3919      0.1121         100       2.466      0.6365
       2.544      0.9248      0.1533         350        8.41       2.968
       2.699      0.6883      0.2166         500       4.879       2.434
       5.301      -1.881     0.09234       2e+05     0.01315    0.002796
