#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.228     0.04343        2.15    0.005916   0.0005916
      0.5563      -1.906     0.04343         3.6     0.01241    0.001241
      0.6532      -1.815     0.04343         4.5      0.0153     0.00153
      0.7634      -1.673     0.04343         5.8     0.02124    0.002124
      0.8976      -1.509     0.04343         7.9     0.03094    0.003094
       1.204      -1.303     0.05415          16     0.04977    0.006205
        1.38     -0.9602     0.04343          24      0.1096     0.01096
           2      0.2392     0.09588         100       1.735      0.3829
       2.204      0.5539      0.1093         160        3.58      0.9007
       5.301      -1.827     0.07578       2e+05      0.0149      0.0026
