#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.616     0.04343        2.15      0.2421     0.02421
      0.5563     -0.9194     0.04343         3.6      0.1204     0.01204
      0.6532      -1.098     0.04343         4.5     0.07989    0.007989
      0.7634      -1.086     0.04343         5.8     0.08203    0.008203
      0.8976     -0.3737     0.04343         7.9       0.423      0.0423
       1.204      -0.563     0.04343          16      0.2735     0.02735
        1.38     -0.4877     0.04343          24      0.3253     0.03253
           2       1.035     0.04343         100       10.85       1.085
       2.204       1.146     0.04343         160       14.01       1.401
       2.398      0.9007     0.06466         250       7.955       1.184
       5.301      -1.998      0.1114       2e+05     0.01004    0.002576
