#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.524     0.04343        2.15     0.02992    0.002992
      0.5563      -1.452     0.04343         3.6     0.03531    0.003531
      0.6532      -1.567     0.04343         4.5     0.02711    0.002711
      0.7634      -1.673     0.04343         5.8     0.02122    0.002122
      0.8976      -1.691     0.04343         7.9     0.02038    0.002038
        1.38      -0.745     0.04343          24      0.1799     0.01799
           2      0.2133      0.1053         100       1.634      0.3961
       2.398      0.8604     0.07422         250       7.252       1.239
       2.544       0.794      0.1732         350       6.223       2.482
       5.301      -1.785     0.07944       2e+05      0.0164       0.003
