#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.848     0.04343        2.15     0.01419    0.001419
      0.5563      -1.759     0.04343         3.6     0.01743    0.001743
      0.6532       -1.79     0.04343         4.5     0.01623    0.001623
      0.7634      -1.885     0.04343         5.8     0.01302    0.001302
      0.8976      -1.874     0.04343         7.9     0.01336    0.001336
       1.204      -1.101     0.04343          16     0.07917    0.007917
        1.38      -1.114     0.04343          24      0.0769     0.00769
           2      0.2839     0.07307         100       1.922      0.3235
       2.204      0.5248     0.09655         160       3.348      0.7443
       2.398      0.9754       0.111         250       9.449       2.415
       5.301      -1.895     0.09569       2e+05     0.01274    0.002807
