#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.336     0.04343        2.15    0.004613   0.0004613
      0.5563      -1.955     0.04343         3.6     0.01109    0.001109
      0.6532      -1.852     0.04343         4.5     0.01407    0.001407
      0.7634      -1.743     0.04343         5.8     0.01808    0.001808
      0.8976      -1.898     0.05174         7.9     0.01264    0.001506
        1.38     -0.7029     0.04343          24      0.1982     0.01982
           2       0.523     0.04343         100       3.335      0.3335
       2.204      0.8908     0.07722         160       7.776       1.383
       2.398      0.9728      0.1332         250       9.392       2.881
       2.544       1.122      0.2063         350       13.24        6.29
       2.699      0.9562      0.1932         500        9.04       4.023
       2.929      0.5737      0.1715         850       3.747        1.48
       5.301      -1.573      0.0488       2e+05      0.0267       0.003
