#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.752     0.04343        2.15     0.00177    0.000177
      0.5563      -2.385     0.04343         3.6    0.004119   0.0004119
      0.6532      -2.251     0.04343         4.5     0.00561    0.000561
      0.7634      -2.096     0.04343         5.8     0.00801    0.000801
      0.8976      -1.993     0.04343         7.9     0.01017    0.001017
        1.38      -1.067     0.04343          24     0.08573    0.008573
           2      0.2267     0.08843         100       1.685      0.3431
       2.204      0.6501     0.08775         160       4.468      0.9028
       2.398       1.002      0.0528         250       10.05       1.222
       2.544      0.8916     0.07769         350       7.791       1.394
       2.699      0.7699      0.2142         500       5.887       2.903
       5.301      -1.664     0.05604       2e+05      0.0217      0.0028
