#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.512     0.04343        2.15     0.03076    0.003076
      0.5563      -1.441     0.04343         3.6     0.03623    0.003623
      0.6532      -1.627     0.04343         4.5      0.0236     0.00236
      0.7634      -1.603     0.04343         5.8     0.02492    0.002492
      0.8976       -1.71     0.04343         7.9     0.01951    0.001951
       1.204     -0.8339     0.04343          16      0.1466     0.01466
        1.38     -0.7459     0.04343          24      0.1795     0.01795
           2      0.6256     0.04343         100       4.223      0.4223
       2.204      0.8453     0.06993         160       7.004       1.128
       5.301      -1.745     0.06032       2e+05       0.018      0.0025
