#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.084     0.04343        2.15     0.08241    0.008241
      0.5563      -1.207     0.04343         3.6     0.06205    0.006205
      0.6532      -1.185     0.04343         4.5     0.06526    0.006526
      0.7634      -1.279     0.04343         5.8     0.05265    0.005265
      0.8976     -0.7438     0.04343         7.9      0.1804     0.01804
       1.204     -0.3555     0.04343          16      0.4411     0.04411
        1.38     -0.2089     0.04343          24      0.6182     0.06182
           2       1.244     0.04343         100       17.55       1.755
       2.204       1.367     0.04343         160        23.3        2.33
       2.398      0.9872      0.1888         250       9.709        4.22
       5.301      -1.162     0.04343       2e+05      0.0688     0.00688
