#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.168     0.04343        2.15    0.006792   0.0006792
      0.5563      -1.836     0.04343         3.6     0.01458    0.001458
      0.6532      -1.775     0.04343         4.5     0.01679    0.001679
      0.7634      -1.764     0.04343         5.8      0.0172     0.00172
      0.8976      -1.845     0.04343         7.9      0.0143     0.00143
       1.204      -1.561       0.114          16     0.02746    0.007205
        1.38     -0.8333     0.04343          24      0.1468     0.01468
           2      0.5373     0.06523         100       3.446      0.5176
       2.204      0.8553      0.1263         160       7.166       2.083
       2.398      0.9939      0.1709         250        9.86       3.879
       2.544      0.7278       0.164         350       5.343       2.017
       5.301      -1.516     0.04343       2e+05      0.0305     0.00305
