#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.024     0.04343        2.15     0.09462    0.009462
      0.5563      -1.123     0.04343         3.6      0.0753     0.00753
      0.6532       -1.25     0.04343         4.5     0.05627    0.005627
      0.7634      -1.305     0.04343         5.8     0.04958    0.004958
      0.8976      -1.367     0.04343         7.9     0.04298    0.004298
       1.204     -0.9851     0.04343          16      0.1035     0.01035
        1.38     -0.9385     0.04343          24      0.1152     0.01152
           2      0.2488      0.1455         100       1.773      0.5942
       2.204      0.8191       0.108         160       6.594        1.64
       5.301      -2.149      0.1526       2e+05    0.007102    0.002496
