#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.996     0.04343        2.15     0.01009    0.001009
      0.5563      -1.643     0.04343         3.6     0.02275    0.002275
      0.6532       -1.62     0.04343         4.5       0.024      0.0024
      0.7634      -1.729     0.04343         5.8     0.01865    0.001865
      0.8976      -1.607     0.04343         7.9     0.02474    0.002474
       1.204     -0.5714     0.04343          16      0.2683     0.02683
        1.38     -0.8398     0.04343          24      0.1446     0.01446
           2      0.6474     0.04343         100        4.44       0.444
       2.204      0.9009     0.04794         160       7.961      0.8787
       2.398       1.087     0.08742         250       12.21       2.457
       2.699      0.9595      0.1579         500        9.11       3.313
       2.929      0.5669      0.1727         850       3.689       1.467
       3.064      0.1308      0.1922        1160       1.351      0.5979
       5.301      -1.419     0.05699       2e+05      0.0381       0.005
