#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.392     0.04343        2.15    0.004055   0.0004055
      0.5563      -2.241     0.04343         3.6    0.005736   0.0005736
      0.6532        -2.4     0.04343         4.5     0.00398    0.000398
      0.7634      -2.336     0.04343         5.8    0.004615   0.0004615
      0.8976       -2.44     0.04776         7.9    0.003628    0.000399
       1.204      -1.382     0.05805          16     0.04148    0.005544
        1.38      -1.343     0.04343          24     0.04541    0.004541
           2   -0.009928      0.1439         100      0.9774      0.3238
       2.204      0.4053      0.1247         160       2.543      0.7298
       5.301      -2.197      0.1709       2e+05    0.006349    0.002499
