#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.236     0.04343        2.15    0.005808   0.0005808
      0.5563      -2.192     0.04343         3.6    0.006423   0.0006423
      0.6532      -2.052     0.04343         4.5    0.008879   0.0008879
      0.7634      -1.915     0.04343         5.8     0.01215    0.001215
      0.8976      -1.939     0.04343         7.9     0.01151    0.001151
       1.204      -1.759      0.2124          16      0.0174    0.008511
        1.38     -0.7249     0.04343          24      0.1884     0.01884
           2      0.3044     0.08067         100       2.016      0.3744
       2.204      0.8938     0.04604         160       7.832      0.8302
       2.398       1.026      0.0732         250       10.61       1.789
       2.544      0.9353     0.09508         350       8.616       1.886
       2.699      0.8333      0.1817         500       6.812        2.85
       5.301      -1.321     0.05099       2e+05      0.0477      0.0056
