#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.656     0.04343        2.15     0.02208    0.002208
      0.5563       -1.37     0.04343         3.6     0.04268    0.004268
      0.6532      -1.472     0.04343         4.5     0.03375    0.003375
      0.7634      -1.546     0.04343         5.8     0.02847    0.002847
      0.8976      -1.414     0.04343         7.9     0.03857    0.003857
       1.204     -0.4113     0.04343          16      0.3879     0.03879
        1.38     -0.3217     0.04343          24      0.4768     0.04768
           2       1.029     0.04343         100       10.69       1.069
       2.204       1.195     0.04343         160       15.66       1.566
       2.398       1.077     0.04837         250       11.94        1.33
       2.544      0.8564     0.08808         350       7.185       1.457
       5.301      -1.243     0.04868       2e+05      0.0571      0.0064
