#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       5.301       5.301        2.15         -99       1e+05
      0.5563      -3.939      -3.939         3.6    -4.9e-05     8.2e-05
      0.6532      -3.298      -3.298         4.5     7.4e-05    0.000215
      0.8976      -2.816      -2.816         7.9   -0.000908    0.001217
       1.204       7.301       7.301          16         -99       1e+07
        1.38      -1.835      -1.835          24    0.002065    0.006275
           2      0.2704      0.2704         100     0.06952      0.8971
       2.204      0.5996      0.5996         160   1.745e-05       1.989
       2.398      0.7897      0.7897         250      0.3055       2.928
       2.544       1.053       1.053         350   2.905e-07       5.653
       2.699       1.094       1.094         500   3.106e-07       6.211
       2.929        10.3        10.3         850   5.194e-42       1e+10
       3.064      0.2114      0.2114        1160    2.13e-10      0.8135
