#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.644     0.04343        2.15      0.0227     0.00227
      0.5563       -1.46     0.04343         3.6     0.03469    0.003469
      0.6532      -1.636     0.04343         4.5     0.02313    0.002313
      0.7634      -1.641     0.04343         5.8     0.02287    0.002287
      0.8976      -1.823     0.04343         7.9     0.01503    0.001503
       1.204      -0.914     0.04343          16      0.1219     0.01219
        1.38     -0.8965     0.04343          24      0.1269     0.01269
           2      0.2123     0.08917         100        1.63      0.3347
       2.204      0.6107      0.1056         160        4.08      0.9918
       2.398      0.4861       0.149         250       3.062       1.051
