#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.184     0.04343        2.15     0.06546    0.006546
      0.5563      -1.071     0.04343         3.6     0.08494    0.008494
      0.6532      -1.223     0.04343         4.5     0.05984    0.005984
      0.7634      -1.244     0.04343         5.8     0.05697    0.005697
      0.8976       -1.33     0.04343         7.9     0.04681    0.004681
       1.204     -0.3036     0.04343          16      0.4971     0.04971
        1.38     -0.1994     0.04343          24      0.6319     0.06319
           2      0.9753     0.04343         100       9.447      0.9447
       2.204       1.239     0.04343         160       17.35       1.735
       2.398       1.329     0.04343         250       21.34       2.134
       2.544      0.7541      0.1418         350       5.676       1.853
       5.301      -1.297      0.0559       2e+05      0.0505      0.0065
