#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.088     0.04343        2.15     0.08166    0.008166
      0.5563      -1.223     0.04343         3.6     0.05985    0.005985
      0.6532      -1.343     0.04343         4.5     0.04537    0.004537
      0.7634      -1.434     0.04343         5.8     0.03681    0.003681
      0.8976      -1.519     0.04343         7.9     0.03025    0.003025
       1.204      -1.511      0.1207          16     0.03086    0.008577
        1.38       -1.23     0.04343          24     0.05888    0.005888
           2      0.4203     0.05835         100       2.632      0.3537
       2.204      0.3298      0.1743         160       2.137      0.8578
       5.301      -2.264      0.1978       2e+05    0.005446     0.00248
