#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.656     0.04343        2.15     0.02208    0.002208
      0.5563        -1.6     0.04343         3.6     0.02509    0.002509
      0.6532       -1.76     0.04343         4.5     0.01739    0.001739
      0.7634      -1.718     0.04343         5.8     0.01916    0.001916
      0.8976      -1.829     0.04343         7.9     0.01484    0.001484
       1.204     -0.9574     0.04343          16      0.1103     0.01103
        1.38     -0.8167     0.04343          24      0.1525     0.01525
           2      0.5136     0.04464         100       3.263      0.3354
       2.204      0.7107     0.07588         160       5.137      0.8975
       2.398      0.6927      0.1142         250       4.928       1.296
       5.301      -1.866     0.07983       2e+05      0.0136      0.0025
