#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.964     0.04343        2.15     0.01086    0.001086
      0.5563      -1.917     0.04343         3.6     0.01211    0.001211
      0.6532      -2.077     0.04343         4.5    0.008378   0.0008378
      0.7634       -2.13     0.04343         5.8    0.007415   0.0007415
      0.8976      -2.202     0.04343         7.9    0.006277   0.0006277
       1.204      -1.207     0.05638          16     0.06211    0.008063
        1.38       -1.03     0.04343          24     0.09326    0.009326
           2     0.09675      0.1407         100        1.25      0.4049
       2.204      0.4774      0.1636         160       3.002       1.131
       5.301       -2.05      0.1279       2e+05    0.008905    0.002622
