#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.244     0.04343        2.15    0.005702   0.0005702
      0.5563      -1.849     0.04343         3.6     0.01416    0.001416
      0.6532      -1.789     0.04343         4.5     0.01626    0.001626
      0.7634      -1.852     0.04343         5.8     0.01405    0.001405
      0.8976      -1.916     0.04343         7.9     0.01212    0.001212
       1.204      -1.257     0.08834          16     0.05531     0.01125
        1.38      -1.401     0.05636          24     0.03976     0.00516
           2    -0.02506      0.1595         100      0.9439      0.3466
       2.204      0.4748      0.1312         160       2.984      0.9016
       2.398      0.9198     0.05567         250       8.314       1.066
       3.064     0.01988      0.1502        1160       1.047      0.3621
       5.301       -1.86     0.08812       2e+05      0.0138      0.0028
