#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.588     0.04343        2.15     0.02582    0.002582
      0.5563      -1.461     0.04343         3.6     0.03463    0.003463
      0.6532      -1.586     0.04343         4.5     0.02595    0.002595
      0.7634      -1.577     0.04343         5.8     0.02646    0.002646
      0.8976      -1.591     0.04343         7.9     0.02565    0.002565
       1.204     -0.5194     0.04343          16      0.3024     0.03024
        1.38      -0.423     0.04343          24      0.3776     0.03776
           2      0.7058     0.04343         100       5.079      0.5079
       2.204        1.09     0.07039         160       12.29       1.992
       5.301      -1.488     0.04343       2e+05      0.0325     0.00325
