#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.26     0.04343        2.15    0.005495   0.0005495
      0.5563      -1.894     0.04343         3.6     0.01275    0.001275
      0.6532      -1.777     0.04343         4.5     0.01673    0.001673
      0.7634      -1.658     0.04343         5.8     0.02199    0.002199
      0.8976       -1.73     0.04343         7.9      0.0186     0.00186
       1.204      -1.542      0.1279          16     0.02874    0.008466
        1.38     -0.6861     0.04343          24       0.206      0.0206
           2       0.226     0.08898         100       1.683      0.3448
       2.204      0.7514     0.07779         160       5.642        1.01
       2.398       1.039     0.04472         250       10.93       1.125
       2.544       1.081     0.08537         350       12.06       2.371
       2.699       1.012       0.129         500       10.28       3.054
       3.064      0.1826      0.1336        1160       1.522      0.4683
       5.301      -1.527     0.04343       2e+05      0.0297     0.00297
