#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.168     0.04343        2.15     0.06792    0.006792
      0.5563      -1.366     0.04343         3.6     0.04308    0.004308
      0.6532      -1.448     0.04343         4.5     0.03567    0.003567
      0.7634      -1.578     0.04343         5.8     0.02641    0.002641
      0.8976      -1.404     0.04343         7.9     0.03946    0.003946
       1.204      -1.061     0.04343          16     0.08681    0.008681
        1.38     -0.9355     0.04343          24       0.116      0.0116
           2      0.4365     0.05569         100       2.732      0.3503
       2.204      0.7735     0.05801         160       5.936      0.7928
       5.301      -1.971     0.09851       2e+05      0.0107    0.002427
