#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.984     0.04343        2.15     0.01038    0.001038
      0.5563      -1.743     0.04343         3.6     0.01806    0.001806
      0.6532      -1.779     0.04343         4.5     0.01662    0.001662
      0.7634      -1.912     0.04343         5.8     0.01224    0.001224
      0.8976      -1.831     0.04343         7.9     0.01477    0.001477
       1.204     -0.9215     0.04343          16      0.1198     0.01198
        1.38     -0.9763     0.04343          24      0.1056     0.01056
           2      0.4942     0.04991         100        3.12      0.3586
       2.204      0.6254     0.08179         160        4.22      0.7949
       2.398      0.5281      0.1572         250       3.374       1.221
       5.301      -1.879     0.08554       2e+05      0.0132      0.0026
