#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.884     0.04343        2.15     0.01306    0.001306
      0.5563      -1.613     0.04343         3.6     0.02439    0.002439
      0.6532      -1.621     0.04343         4.5     0.02394    0.002394
      0.7634      -1.742     0.04343         5.8     0.01812    0.001812
      0.8976      -1.552     0.04343         7.9     0.02806    0.002806
       1.204     -0.7867     0.04343          16      0.1634     0.01634
        1.38     -0.9094     0.04343          24      0.1232     0.01232
           2      0.3819      0.1143         100       2.409      0.6341
       2.398       1.039      0.1707         250       10.94       4.298
       5.301      -1.772     0.06424       2e+05      0.0169      0.0025
