#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.54     0.04343        2.15     0.02884    0.002884
      0.5563      -1.446     0.04343         3.6     0.03584    0.003584
      0.6532      -1.586     0.04343         4.5     0.02597    0.002597
      0.7634      -1.644     0.04343         5.8     0.02271    0.002271
      0.8976      -1.716     0.04343         7.9     0.01921    0.001921
       1.204     -0.8077     0.04343          16      0.1557     0.01557
        1.38     -0.7185     0.04343          24      0.1912     0.01912
           2      0.3415     0.08622         100       2.195      0.4358
       2.204      0.7966     0.09848         160        6.26       1.419
       5.301      -2.127      0.1545       2e+05    0.007465    0.002656
