#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.432     0.04343        2.15    0.003698   0.0003698
      0.5563       -2.13     0.04343         3.6    0.007415   0.0007415
      0.6532       -2.09     0.04343         4.5    0.008126   0.0008126
      0.7634      -2.055     0.04343         5.8    0.008813   0.0008813
      0.8976      -2.173     0.04343         7.9    0.006711   0.0006711
        1.38       -1.04     0.04343          24     0.09125    0.009125
           2    -0.06779      0.1799         100      0.8555      0.3544
       2.204       0.243      0.1988         160        1.75      0.8011
       2.398      0.5636      0.1378         250       3.661       1.161
       5.301      -2.032      0.1238       2e+05    0.009279    0.002646
