#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       5.301       5.301        2.15         -99       1e+05
      0.5563       5.301       5.301         3.6         -99       1e+05
      0.7634       5.301       5.301         5.8         -99       1e+05
       1.204       7.301       7.301          16         -99       1e+07
           2      0.5669      0.5669         100       1.137       1.276
       2.204      0.9565      0.9565         160   1.642e-05       4.523
       2.398       1.272       1.272         250       8.351       5.178
       2.544       1.433       1.433         350       8.975       9.053
       2.699       1.132       1.132         500       1.756       5.899
       2.929        10.3        10.3         850   5.194e-42       1e+10
       3.064      0.3628      0.3628        1160      0.4914      0.9071
