#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.264     0.04343        2.15     0.05445    0.005445
      0.5563      -1.033     0.04343         3.6     0.09274    0.009274
      0.6532      -1.067     0.04343         4.5     0.08564    0.008564
      0.7634      -1.123     0.04343         5.8     0.07542    0.007542
      0.8976      -1.137     0.04343         7.9     0.07302    0.007302
       1.204     -0.3475     0.04343          16      0.4493     0.04493
        1.38     -0.1862     0.04343          24      0.6513     0.06513
           2      0.8862     0.04343         100       7.695      0.7695
       2.204       1.335     0.04343         160       21.61       2.161
       2.398       1.508     0.04343         250       32.24       3.224
       2.544       1.486     0.04343         350       30.61       3.061
       2.699       1.369     0.04343         500       23.37       2.337
       3.064      0.2101      0.1388        1160       1.622      0.5185
       5.301     -0.9965     0.05558       2e+05      0.1008      0.0129
