#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634       -2.93       -2.93         5.8     0.00039    0.000392
       1.204      -1.647      -1.647          16    0.003144    0.009711
           2     -0.1524     -0.1524         100   1.792e-05       0.352
       2.204      0.3048      0.3048         160   1.745e-05       1.009
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.153      -2.153       2e+05    0.001182    0.002922
