#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.016     0.04343        2.15    0.009638   0.0009638
      0.5563      -1.768     0.04343         3.6     0.01705    0.001705
      0.6532      -1.904     0.04343         4.5     0.01247    0.001247
      0.7634      -1.873     0.04343         5.8     0.01341    0.001341
      0.8976      -1.934     0.04343         7.9     0.01163    0.001163
       1.204      -1.041     0.04343          16     0.09089    0.009089
        1.38     -0.8136     0.04343          24      0.1536     0.01536
           2      0.5447     0.06063         100       3.505      0.4893
       2.204      0.4428      0.1689         160       2.772       1.078
       5.301      -2.127      0.1485       2e+05    0.007459     0.00255
