#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.212     0.04343        2.15     0.06138    0.006138
      0.5563      -1.413     0.04343         3.6      0.0386     0.00386
      0.6532       -1.38     0.04343         4.5     0.04173    0.004173
      0.7634      -1.501     0.04343         5.8     0.03158    0.003158
      0.8976     -0.8914     0.04343         7.9      0.1284     0.01284
       1.204     -0.5709     0.04343          16      0.2686     0.02686
        1.38      -0.495     0.04343          24      0.3199     0.03199
           2      0.8846     0.04343         100       7.666      0.7666
       2.204       1.022     0.05443         160       10.51       1.318
       2.398      0.8611      0.2024         250       7.263       3.385
       5.301      -1.423     0.06319       2e+05      0.0378      0.0055
