#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.6532       5.301       5.301         4.5         -99       1e+05
      0.8976       5.301       5.301         7.9         -99       1e+05
       1.204       7.301       7.301          16         -99       1e+07
           2      0.5049      0.5049         100       1.327      0.9356
       2.204       1.185       1.185         160       1.522       6.894
       2.398      0.9274      0.9274         250       2.919        2.77
       2.544        1.03        1.03         350   2.905e-07       5.358
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
