#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.492     0.04343        2.15    0.003221   0.0003221
      0.5563      -2.132     0.04343         3.6    0.007387   0.0007387
      0.6532       -2.02     0.04343         4.5    0.009552   0.0009552
      0.7634      -1.859     0.04343         5.8     0.01383    0.001383
      0.8976      -1.838     0.04343         7.9     0.01453    0.001453
       1.204      -1.261      0.1272          16     0.05482     0.01606
        1.38     -0.6546     0.04343          24      0.2215     0.02215
           2      0.7528     0.04343         100        5.66       0.566
       2.204       1.139     0.04681         160       13.76       1.483
       2.398       1.263     0.04343         250       18.32       1.832
       2.544        1.05      0.0852         350       11.21       2.199
       2.699      0.8706      0.2156         500       7.423       3.686
       3.064      0.2749       0.151        1160       1.883      0.6547
       5.301      -1.335     0.05264       2e+05      0.0462      0.0056
