#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.52     0.04343        2.15     0.00302    0.000302
      0.5563      -2.233     0.04343         3.6    0.005848   0.0005848
      0.6532       -2.19     0.04343         4.5     0.00645    0.000645
      0.7634      -2.147     0.04343         5.8    0.007125   0.0007125
      0.8976      -2.301     0.04674         7.9    0.004999    0.000538
        1.38      -1.038     0.04343          24     0.09163    0.009163
           2      0.1114      0.1169         100       1.292      0.3479
       2.204      0.3987      0.1248         160       2.504      0.7198
       2.398      0.7781      0.1059         250       5.999       1.462
       2.544      0.6547      0.1855         350       4.516       1.929
       5.301      -2.037      0.1246       2e+05    0.009191    0.002636
