#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.736     0.04343        2.15     0.01837    0.001837
      0.5563      -1.565     0.04343         3.6     0.02725    0.002725
      0.6532      -1.686     0.04343         4.5     0.02063    0.002063
      0.7634      -1.712     0.04343         5.8      0.0194     0.00194
      0.8976      -1.795     0.04343         7.9     0.01605    0.001605
       1.204     -0.8989     0.04343          16      0.1262     0.01262
        1.38     -0.8108     0.04343          24      0.1546     0.01546
           2      0.3343     0.06743         100       2.159      0.3353
       2.204      0.5625      0.1113         160       3.652      0.9359
       2.398      0.7345      0.1116         250       5.427       1.395
       2.544      0.6376      0.2103         350       4.341       2.102
       5.301      -2.074      0.1416       2e+05    0.008438    0.002751
