#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.716     0.04343        2.15     0.01923    0.001923
      0.5563      -1.463     0.04343         3.6     0.03443    0.003443
      0.6532      -1.393     0.04343         4.5     0.04042    0.004042
      0.7634      -1.443     0.04343         5.8     0.03606    0.003606
      0.8976      -1.584     0.04343         7.9     0.02606    0.002606
       1.204      -1.582      0.1712          16     0.02616     0.01031
        1.38     -0.9248     0.04343          24      0.1189     0.01189
           2      0.1033      0.1165         100       1.269      0.3402
       2.204      0.7095     0.06487         160       5.122      0.7651
       2.398       1.127      0.0511         250        13.4       1.577
       2.544       1.137      0.1056         350       13.71       3.334
       3.064      0.3113      0.1461        1160       2.048      0.6888
       5.301       -1.62     0.04886       2e+05       0.024      0.0027
