#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.272     0.04343        2.15    0.005346   0.0005346
      0.5563      -1.892     0.04343         3.6     0.01283    0.001283
      0.6532      -1.779     0.04343         4.5     0.01665    0.001665
      0.7634      -1.735     0.04343         5.8     0.01842    0.001842
      0.8976      -1.754     0.04343         7.9     0.01761    0.001761
        1.38     -0.8438     0.04343          24      0.1433     0.01433
           2      0.3922     0.09297         100       2.467      0.5282
       2.398       1.194     0.08338         250       15.64       3.002
       2.544       1.223      0.1003         350       16.73       3.865
       2.699       1.015     0.08372         500       10.35       1.995
       5.301      -1.203     0.04343       2e+05      0.0627     0.00627
