#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.168     0.04343        2.15     0.06792    0.006792
      0.5563      -1.272     0.04343         3.6     0.05349    0.005349
      0.6532      -1.407     0.04343         4.5      0.0392     0.00392
      0.7634      -1.388     0.04343         5.8     0.04093    0.004093
      0.8976      -1.377     0.04343         7.9     0.04198    0.004198
       1.204     -0.6908     0.04343          16      0.2038     0.02038
        1.38     -0.6908     0.04343          24      0.2038     0.02038
           2      0.7216     0.04343         100       5.267      0.5267
       2.204      0.9922     0.04343         160       9.823      0.9823
       2.398      0.9685      0.1061         250       9.301       2.273
       2.544      0.6931      0.1969         350       4.933       2.236
       5.301      -1.447     0.07786       2e+05      0.0357      0.0064
