#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.54     0.04343        2.15     0.02884    0.002884
      0.5563      -1.253     0.04343         3.6     0.05588    0.005588
      0.6532      -1.267     0.04343         4.5     0.05413    0.005413
      0.7634      -1.387     0.04343         5.8     0.04103    0.004103
      0.8976      -1.275     0.04343         7.9     0.05308    0.005308
        1.38     -0.4632     0.04343          24      0.3442     0.03442
           2       1.142     0.04343         100       13.87       1.387
       2.204       1.211     0.05856         160       16.26       2.192
       2.398        1.33     0.08394         250       21.36       4.129
       5.301      -1.409     0.04343       2e+05       0.039      0.0039
