#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.776     0.04343        2.15     0.01675    0.001675
      0.5563      -1.529     0.04343         3.6     0.02961    0.002961
      0.6532      -1.468     0.04343         4.5     0.03407    0.003407
      0.7634       -1.57     0.04343         5.8     0.02689    0.002689
      0.8976      -1.557     0.04343         7.9     0.02772    0.002772
       1.204     -0.8861     0.04343          16        0.13       0.013
        1.38     -0.7467     0.04343          24      0.1792     0.01792
           2      0.6227     0.04596         100       4.194      0.4438
       2.204      0.9938     0.04571         160       9.859       1.038
       2.398       1.139     0.06143         250       13.76       1.947
       2.544        1.13     0.06595         350       13.49       2.048
       2.699      0.8198      0.1475         500       6.604       2.243
       5.301      -1.656     0.05895       2e+05      0.0221       0.003
